Student_Names,Course_Recommendation,CourseCode,ListofCourses,RatingOfCourses
Balappa Yadav,Better luck next time,,,
Rajagopal Thakur,"15_CHE, 16_BIOE, 25_FPT",,,
Jatindra Pandey,Better luck next time,,,
Salmaan Sonkar,"09_ECE, 23_AEE, 26_AGRE",,,
Umesha Rai,Better luck next time,,,
Debi Prasad Gupta,Better luck next time,,,
Kumari Yadav,Better luck next time,,,
Kancha Yadav,"04_CSR, 24_PROD, 13_CE",,,
Ukil Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Srikant Kumar,Better luck next time,,,
Pasu Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Ambu Kumar,Better luck next time,,,
D P Gupta,Better luck next time,,,
Krishnadas Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Shilendra Yadav,Better luck next time,,,
Indhu Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Brinda Singh,"05_CSECS, 32_BC, 36_BSP",,,
Nitai Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Akhim Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Harbhajan Seth,"09_ECE, 23_AEE, 26_AGRE",,,
Tusar Singh,"28_METE, 29_TEXE, 31_POLE",,,
Shamsheer Divedi,Better luck next time,,,
Shabir Pandey,"04_CSR, 24_PROD, 13_CE",,,
Hrishita Rai,"02_CSAI, 32_BC, 35_BSC",,,
Asish Kumar Thakur,"02_CSAI, 32_BC, 35_BSC",,,
Jagbir Rao,"05_CSECS, 32_BC, 36_BSP",,,
Ladli Vishwakarma,Better luck next time,,,
Ganapathy Pandit,Better luck next time,,,
Somya Vishwakarma,Better luck next time,,,
Sravan Seth,Better luck next time,,,
Bhaya Maurrya,"28_METE, 29_TEXE, 31_POLE",,,
Hrushi Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Simanchal Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
Nagraj Pandey,Better luck next time,,,
Bunu Seth,"28_METE, 29_TEXE, 31_POLE",,,
Chandrani Kumari,"07_CSBS, 19_MECH, 27_DTE",,,
Deep Singh Tiwari,Better luck next time,,,
Gourinandan Gupta,"04_CSR, 24_PROD, 13_CE",,,
Bholi Singh,"28_METE, 29_TEXE, 31_POLE",,,
Amreesh Divedi,Better luck next time,,,
Ram Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Kajol Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Prameela Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Sasi Gupta,Better luck next time,,,
Mental Gupta,Better luck next time,,,
Ataur Rajput,Better luck next time,,,
Hemanta Sonkar,"02_CSAI, 32_BC, 35_BSC",,,
Prema Rai,"28_METE, 29_TEXE, 31_POLE",,,
सरवण Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Naved Tiwari,Better luck next time,,,
Shashikumar Rao,Better luck next time,,,
Rajeesh Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Nithi Pandey,"09_ECE, 23_AEE, 26_AGRE",,,
Sushen Gupta,Better luck next time,,,
Trushar Vishwakarma,Better luck next time,,,
Muktar Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
विजय Divedi,"04_CSR, 24_PROD, 13_CE",,,
Saheel Seth,"28_METE, 29_TEXE, 31_POLE",,,
Jayaseelan Rajput,Better luck next time,,,
Samiul Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Aanand Divedi,"09_ECE, 23_AEE, 26_AGRE",,,
Subash Kumar Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Navaneethan Pratap,Better luck next time,,,
Bavita Srivastav,Better luck next time,,,
Yashvanth Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Sailaja Vishwakarma,"05_CSECS, 32_BC, 36_BSP",,,
Asha Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sumeet Pratap,"04_CSR, 24_PROD, 13_CE",,,
Aafrin Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Rashid Ali Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Jehirul Rao,"09_ECE, 23_AEE, 26_AGRE",,,
Ramalakshmi Sonkar,"04_CSR, 24_PROD, 13_CE",,,
Sathisha Rai,"28_METE, 29_TEXE, 31_POLE",,,
Sunil Rao,Better luck next time,,,
Shive Maurrya,Better luck next time,,,
Anjita Maurya,Better luck next time,,,
नितीन Maurrya,Better luck next time,,,
Dayaram Sonkar,Better luck next time,,,
Ashang Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Divyansh Devi,Better luck next time,,,
Lakshan Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Maneer Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Thirumal Mishra,"04_CSR, 24_PROD, 13_CE",,,
Shubhra Srivastav,Better luck next time,,,
Udhab Maurya,Better luck next time,,,
Fezal Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Nabendu Sonkar,"02_CSAI, 32_BC, 35_BSC",,,
Devanshi Singh,Better luck next time,,,
Shankari Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Pramendra Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Aachal Kumar,Better luck next time,,,
Jagdesh Rajput,"02_CSAI, 32_BC, 35_BSC",,,
Smeer Singh,Better luck next time,,,
Gunanidhi Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Prabhu Kumar Srivastav,Better luck next time,,,
Govind Singh Yadav,Better luck next time,,,
Juli Thakur,"04_CSR, 24_PROD, 13_CE",,,
Bharath Kumar Rajput,Better luck next time,,,
Sukesh Maurya,Better luck next time,,,
Rasmi Ranjan Rajput,"09_ECE, 23_AEE, 26_AGRE",,,
Sudhirkumar Gupta,Better luck next time,,,
Javeed Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Sarita Kumari Yadav,Better luck next time,,,
Mekala Srivastav,"09_ECE, 23_AEE, 26_AGRE",,,
Puranmal Rajput,Better luck next time,,,
Jitendrakumar Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Annam Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Suresh Seth,Better luck next time,,,
Anjay Srivastav,Better luck next time,,,
Chaaruchandra Pandey,"04_CSR, 24_PROD, 13_CE",,,
Niraj Singh Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Stylo Sonkar,"07_CSBS, 19_MECH, 27_DTE",,,
Rameshwar Singh,Better luck next time,,,
Shammi Maurya,Better luck next time,,,
Vikkey Singh,"28_METE, 29_TEXE, 31_POLE",,,
Thakar Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Daxa Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Sadath Pandey,"07_CSBS, 19_MECH, 27_DTE",,,
Aarchi Mishra,"15_CHE, 16_BIOE, 25_FPT",,,
Rustom Rajput,Better luck next time,,,
Fakira Devi,"02_CSAI, 32_BC, 35_BSC",,,
Mehvish Rao,Better luck next time,,,
Aagam Rai,"04_CSR, 24_PROD, 13_CE",,,
Nishank Seth,Better luck next time,,,
Fakir Seth,"05_CSECS, 32_BC, 36_BSP",,,
Dipeeka Rao,Better luck next time,,,
Hari Maurrya,Better luck next time,,,
Shiv Shankar Divedi,"04_CSR, 24_PROD, 13_CE",,,
Siju Devi,Better luck next time,,,
Raj Kumar Tiwari,Better luck next time,,,
Balindar Vishwakarma,Better luck next time,,,
Jeni Mishra,Better luck next time,,,
Devindra Srivastav,Better luck next time,,,
Laboni Maurya,Better luck next time,,,
Valvi Thakur,Better luck next time,,,
Mrinali Gupta,Better luck next time,,,
Krunal Maurrya,Better luck next time,,,
Brajraj Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Vaibhavi Divedi,"04_CSR, 24_PROD, 13_CE",,,
Abhay Singh Seth,"05_CSECS, 32_BC, 36_BSP",,,
R. K Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Rajveer Singh Gupta,"09_ECE, 23_AEE, 26_AGRE",,,
Taranjeet Rai,Better luck next time,,,
Keshv Rai,"04_CSR, 24_PROD, 13_CE",,,
Sohan Singh Divedi,Better luck next time,,,
Aarman Thakur,Better luck next time,,,
Beigh Mishra,Better luck next time,,,
Ummer Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Devansh Srivastav,"09_ECE, 23_AEE, 26_AGRE",,,
Parlad Gupta,Better luck next time,,,
Samridhi Pandit,Better luck next time,,,
Fareen Rao,Better luck next time,,,
Malsawma Gupta,"04_CSR, 24_PROD, 13_CE",,,
Asit Kumar Kumari,Better luck next time,,,
Md Aamir Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Kadhar Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Anas Khan Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Hema Vishwakarma,Better luck next time,,,
Rajashekar Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Pathik Mishra,Better luck next time,,,
Malini Singh,"28_METE, 29_TEXE, 31_POLE",,,
Stylo Gupta,"04_CSR, 24_PROD, 13_CE",,,
Nasib Seth,"04_CSR, 24_PROD, 13_CE",,,
Trilok Pandey,Better luck next time,,,
Sekh Rai,"15_CHE, 16_BIOE, 25_FPT",,,
Nitinkumar Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Kshirod Rai,"28_METE, 29_TEXE, 31_POLE",,,
Gyanprakash Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Chandr Tiwari,Better luck next time,,,
Gambhir Gupta,Better luck next time,,,
Aastha Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Yuga Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Lingaswamy Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Kumudini Pandit,"04_CSR, 24_PROD, 13_CE",,,
Chayan Devi,"28_METE, 29_TEXE, 31_POLE",,,
Harikrishnan Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Maaya Kumari,Better luck next time,,,
Kanhaiya Kumar Vishwakarma,Better luck next time,,,
Sidd Singh,Better luck next time,,,
Harvinder Seth,"09_ECE, 23_AEE, 26_AGRE",,,
Bastiram Yadav,Better luck next time,,,
Sayali Rajput,Better luck next time,,,
Madhi Devi,Better luck next time,,,
Sowmya Pandey,Better luck next time,,,
Mohd Saleem Gupta,Better luck next time,,,
Habibur Rao,"28_METE, 29_TEXE, 31_POLE",,,
Anil Singh Rao,"04_CSR, 24_PROD, 13_CE",,,
करण Singh,"09_ECE, 23_AEE, 26_AGRE",,,
Shabana Rajput,Better luck next time,,,
Prodyut Maurya,"04_CSR, 24_PROD, 13_CE",,,
Arti Kumari Pratap,Better luck next time,,,
Moula Sonkar,"05_CSECS, 32_BC, 36_BSP",,,
Lal Babu Rajput,"07_CSBS, 19_MECH, 27_DTE",,,
Patni Thakur,Better luck next time,,,
Devesh Maurya,Better luck next time,,,
Rajendra Singh Sonkar,Better luck next time,,,
Viran Singh,"28_METE, 29_TEXE, 31_POLE",,,
Chhattu Kumar,"05_CSECS, 32_BC, 36_BSP",,,
Pankj Gupta,"04_CSR, 24_PROD, 13_CE",,,
Nachiket Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Nima Divedi,Better luck next time,,,
Jaynal Srivastav,Better luck next time,,,
Manoharan Mishra,Better luck next time,,,
Jetharam Kumari,Better luck next time,,,
Nipon Singh,Better luck next time,,,
Simma Rajput,Better luck next time,,,
Bhasker Srivastav,Better luck next time,,,
Bhavini Sonkar,Better luck next time,,,
Shrawan Maurya,"04_CSR, 24_PROD, 13_CE",,,
M B Pandey,Better luck next time,,,
Kamna Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Jaid Thakur,"15_CHE, 16_BIOE, 25_FPT",,,
Varunika Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Sahil Kumar Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Gunadhar Thakur,Better luck next time,,,
Prveen Rajput,"02_CSAI, 32_BC, 35_BSC",,,
Shobhana Divedi,"04_CSR, 24_PROD, 13_CE",,,
Tek Chand Thakur,"05_CSECS, 32_BC, 36_BSP",,,
Aatmaj Tiwari,Better luck next time,,,
Venky Divedi,Better luck next time,,,
Khirod Maurya,Better luck next time,,,
Borun Yadav,Better luck next time,,,
Avi Tiwari,"07_CSBS, 19_MECH, 27_DTE",,,
K R Gupta,Better luck next time,,,
Ramya Seth,"05_CSECS, 32_BC, 36_BSP",,,
Jetendra Yadav,"05_CSECS, 32_BC, 36_BSP",,,
Sai Kiran Tiwari,Better luck next time,,,
Qazi Pandey,"04_CSR, 24_PROD, 13_CE",,,
Rup Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Prarthana Sonkar,"09_ECE, 23_AEE, 26_AGRE",,,
Ram Chandra Sonkar,"02_CSAI, 32_BC, 35_BSC",,,
Payal Rao,"05_CSECS, 32_BC, 36_BSP",,,
Dhanunjaya Vishwakarma,Better luck next time,,,
Nandu Maurrya,"04_CSR, 24_PROD, 13_CE",,,
Amrit Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Prem Lal Rai,"04_CSR, 24_PROD, 13_CE",,,
Miraj Pandit,"07_CSBS, 19_MECH, 27_DTE",,,
Susil Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Dhannu Mishra,"28_METE, 29_TEXE, 31_POLE",,,
सूरेश Pandit,"07_CSBS, 19_MECH, 27_DTE",,,
Cutexx Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Lekhu Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
ओमप्रकाश Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Eswararao Gupta,Better luck next time,,,
Naba Divedi,Better luck next time,,,
Pradyumna Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Dnyanesh Kumari,Better luck next time,,,
Daulat Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Virendar Devi,"07_CSBS, 19_MECH, 27_DTE",,,
Sonusingh Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Bharatbhai Thakur,Better luck next time,,,
Rashid Khan Divedi,Better luck next time,,,
Palki Singh,Better luck next time,,,
आमोल Rao,Better luck next time,,,
Nikesh Gupta,Better luck next time,,,
Annam Sonkar,Better luck next time,,,
Bhagwanti Pandey,"28_METE, 29_TEXE, 31_POLE",,,
R R Singh,Better luck next time,,,
Prabhanjan Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Rajalakshmi Kumar,Better luck next time,,,
Sania Pandey,Better luck next time,,,
Varatharaj Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Shwet Pratap,"28_METE, 29_TEXE, 31_POLE",,,
Pandat Seth,"05_CSECS, 32_BC, 36_BSP",,,
Lokesh Vishwakarma,Better luck next time,,,
Montosh Singh,Better luck next time,,,
Surjya Rai,Better luck next time,,,
Laxmi Priya Singh,"02_CSAI, 32_BC, 35_BSC",,,
Ramkisan Rao,"28_METE, 29_TEXE, 31_POLE",,,
Mithil Singh,"28_METE, 29_TEXE, 31_POLE",,,
Kumar Rai,"15_CHE, 16_BIOE, 25_FPT",,,
Safiq Vishwakarma,Better luck next time,,,
Akshata Yadav,Better luck next time,,,
रितिक Vishwakarma,Better luck next time,,,
Lalji Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Chandan Pandit,"09_ECE, 23_AEE, 26_AGRE",,,
Rimi Kumari,Better luck next time,,,
Aves Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Nageswararao Maurrya,"02_CSAI, 32_BC, 35_BSC",,,
Desraj Maurya,Better luck next time,,,
Gurjar Rajput,"02_CSAI, 32_BC, 35_BSC",,,
Supritha Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Shristi Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Naobi Rajput,Better luck next time,,,
Chudamani Sonkar,Better luck next time,,,
Vipin Kumar Mishra,"28_METE, 29_TEXE, 31_POLE",,,
Monu Kumar Gupta,"05_CSECS, 32_BC, 36_BSP",,,
Debanand Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Dipanjali Singh,Better luck next time,,,
Sobikul Gupta,Better luck next time,,,
Saiful Sonkar,"03_CSDS, 10_EE, 11_ME",,,
Rathva Yadav,"04_CSR, 24_PROD, 13_CE",,,
Kamdev Singh,Better luck next time,,,
Atreyi Sonkar,Better luck next time,,,
Sidh Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Yunus Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Dasharat Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Karuppusamy Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Sanjivni Devi,Better luck next time,,,
Kishor Divedi,"04_CSR, 24_PROD, 13_CE",,,
Siddiqui Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Sabuj Rai,"28_METE, 29_TEXE, 31_POLE",,,
Pornima Kumar,"05_CSECS, 32_BC, 36_BSP",,,
Pyar Tiwari,"05_CSECS, 32_BC, 36_BSP",,,
Babaso Rai,Better luck next time,,,
Md Abid Pandit,Better luck next time,,,
Ayyappan Kumari,Better luck next time,,,
Ramjani Seth,"02_CSAI, 32_BC, 35_BSC",,,
Sanket Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Baadshah Rajput,Better luck next time,,,
Ankaj Rajput,Better luck next time,,,
Manwar Singh,Better luck next time,,,
Alagu Maurrya,Better luck next time,,,
Vishvnath Devi,Better luck next time,,,
Md Manjar Vishwakarma,"04_CSR, 24_PROD, 13_CE",,,
Lovelesh Seth,Better luck next time,,,
Rajdeep Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Dwarakadaas Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Shyam Babu Rai,Better luck next time,,,
Irshad Ahmad Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Veeranna Yadav,"02_CSAI, 32_BC, 35_BSC",,,
Dhruv Tiwari,Better luck next time,,,
Abhii Vishwakarma,"02_CSAI, 32_BC, 35_BSC",,,
Suryaprakash Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Priy Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Ejajul Kumar,"07_CSBS, 19_MECH, 27_DTE",,,
Satendar Maurrya,Better luck next time,,,
અજય Rai,"28_METE, 29_TEXE, 31_POLE",,,
Ram Kishor Rai,Better luck next time,,,
Hemanth Kumar Gupta,"05_CSECS, 32_BC, 36_BSP",,,
Reena Rai,Better luck next time,,,
Amanulla Pandey,Better luck next time,,,
D Kumar Sonkar,Better luck next time,,,
Sanjan Singh,Better luck next time,,,
Arvid Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Jampa Pandit,Better luck next time,,,
Chiradeep Singh,Better luck next time,,,
Rijwan Rajput,Better luck next time,,,
Chote Mishra,"05_CSECS, 32_BC, 36_BSP",,,
Ramvilash Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Reet Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Devidaas Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Sumaira Singh,Better luck next time,,,
Neeta Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Kirubakaran Rao,"28_METE, 29_TEXE, 31_POLE",,,
Bitopan Sonkar,Better luck next time,,,
Brahmdev Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Baldeb Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Vishal Sharma Rai,Better luck next time,,,
Kalaivani Divedi,"04_CSR, 24_PROD, 13_CE",,,
Gurmeet Singh Thakur,"04_CSR, 24_PROD, 13_CE",,,
Jeki Gupta,"07_CSBS, 19_MECH, 27_DTE",,,
Bantu Seth,Better luck next time,,,
Narsing Pandit,"02_CSAI, 32_BC, 35_BSC",,,
Ansika Kumari,"02_CSAI, 32_BC, 35_BSC",,,
Pinto Rai,Better luck next time,,,
Rakim Singh,"04_CSR, 24_PROD, 13_CE",,,
Rajeev Kumar Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Battu Devi,Better luck next time,,,
Bhimrao Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Fanibhusan Singh,"28_METE, 29_TEXE, 31_POLE",,,
Krupali Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Jabeer Kumari,"28_METE, 29_TEXE, 31_POLE",,,
Rijwan Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Gouttam Pandey,Better luck next time,,,
Vasan Pandit,"04_CSR, 24_PROD, 13_CE",,,
Arshed Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Abhijit Rao,"07_CSBS, 19_MECH, 27_DTE",,,
हिरालाल Srivastav,Better luck next time,,,
Susanth Srivastav,"28_METE, 29_TEXE, 31_POLE",,,
Ancy Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Uthayakumar Maurrya,Better luck next time,,,
Yugesh Rai,Better luck next time,,,
Suras Thakur,"04_CSR, 24_PROD, 13_CE",,,
Kedari Thakur,"28_METE, 29_TEXE, 31_POLE",,,
Sethu Thakur,Better luck next time,,,
Rofiqul Divedi,Better luck next time,,,
Susama Thakur,Better luck next time,,,
Sharwan Kumar Thakur,Better luck next time,,,
Rajeshree Pratap,Better luck next time,,,
Pinku Kumar Singh,"05_CSECS, 32_BC, 36_BSP",,,
विजय कुमार Maurrya,Better luck next time,,,
Rajindar Tiwari,"28_METE, 29_TEXE, 31_POLE",,,
Furkan Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Hemaram Divedi,Better luck next time,,,
Sura Maurrya,Better luck next time,,,
Devakinandan Rao,"04_CSR, 24_PROD, 13_CE",,,
Khalek Singh,"07_CSBS, 19_MECH, 27_DTE",,,
Diwakar Kumar Maurrya,Better luck next time,,,
Kankana Divedi,"04_CSR, 24_PROD, 13_CE",,,
Riyaz Maurrya,Better luck next time,,,
Balaaditya Pandey,Better luck next time,,,
Bhimanna Rao,"07_CSBS, 19_MECH, 27_DTE",,,
Jantu Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Vivekanand Tiwari,"04_CSR, 24_PROD, 13_CE",,,
Brajraj Maurrya,Better luck next time,,,
Pandu Mishra,Better luck next time,,,
Shadman Rai,Better luck next time,,,
Vishvesh Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Durlabh Singh,Better luck next time,,,
Suryakanta Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Taposh Vishwakarma,"07_CSBS, 19_MECH, 27_DTE",,,
Minesh Mishra,Better luck next time,,,
Md Mahboob Divedi,"04_CSR, 24_PROD, 13_CE",,,
Tanzeem Yadav,Better luck next time,,,
बाळासाहेब Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Rake Mishra,Better luck next time,,,
Radhy Seth,"28_METE, 29_TEXE, 31_POLE",,,
Pramita Rai,Better luck next time,,,
Soumitra Pratap,"15_CHE, 16_BIOE, 25_FPT",,,
Rebika Mishra,Better luck next time,,,
V R Srivastav,"02_CSAI, 32_BC, 35_BSC",,,
Saminur Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Feriha Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Gulam Seth,"28_METE, 29_TEXE, 31_POLE",,,
Bheemesh Mishra,Better luck next time,,,
Dharasingh Rajput,"04_CSR, 24_PROD, 13_CE",,,
Devangana Kumari,Better luck next time,,,
Nivedha Rai,Better luck next time,,,
Rimpa Rajput,"05_CSECS, 32_BC, 36_BSP",,,
Sushil Kumar Devi,Better luck next time,,,
Goswami Pandey,Better luck next time,,,
Saban Maurya,Better luck next time,,,
Hemanto Pratap,Better luck next time,,,
Sumat Seth,"02_CSAI, 32_BC, 35_BSC",,,
Labanya Yadav,Better luck next time,,,
Jainuddin Singh,"15_CHE, 16_BIOE, 25_FPT",,,
Bansilal Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Zubi Seth,"07_CSBS, 19_MECH, 27_DTE",,,
Dheraj Seth,"28_METE, 29_TEXE, 31_POLE",,,
Ato Rao,Better luck next time,,,
Mithunkumar Singh,Better luck next time,,,
Biswo Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
Gunnu Divedi,"02_CSAI, 32_BC, 35_BSC",,,
Ashwani Maurrya,"04_CSR, 24_PROD, 13_CE",,,
முத்து Rai,"04_CSR, 24_PROD, 13_CE",,,
Arjunsinh Pandit,"28_METE, 29_TEXE, 31_POLE",,,
Hamsini Seth,Better luck next time,,,
Samudra Maurya,Better luck next time,,,
Brijamohan Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Gitali Rajput,Better luck next time,,,
Arip Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Mahakal Gupta,"28_METE, 29_TEXE, 31_POLE",,,
Kannan Rao,"28_METE, 29_TEXE, 31_POLE",,,
Dixit Maurya,"04_CSR, 24_PROD, 13_CE",,,
Musheer Divedi,"07_CSBS, 19_MECH, 27_DTE",,,
Kanai Rai,"07_CSBS, 19_MECH, 27_DTE",,,
Runi Maurrya,"07_CSBS, 19_MECH, 27_DTE",,,
Hukam Singh Seth,Better luck next time,,,
Najar Pratap,"02_CSAI, 32_BC, 35_BSC",,,
Vinothini Rajput,"04_CSR, 24_PROD, 13_CE",,,
Tulasiram Singh,"05_CSECS, 32_BC, 36_BSP",,,
Sunil Singh Yadav,Better luck next time,,,
Sanjay Gupta Rao,"02_CSAI, 32_BC, 35_BSC",,,
Parthasarathi Yadav,Better luck next time,,,
Sukanti Vishwakarma,"15_CHE, 16_BIOE, 25_FPT",,,
Jiger Maurya,"28_METE, 29_TEXE, 31_POLE",,,
Aleem Vishwakarma,"28_METE, 29_TEXE, 31_POLE",,,
ગોપાલ Rajput,Better luck next time,,,
Karansingh Gupta,Better luck next time,,,
Maaz Kumari,Better luck next time,,,
Nagin Pandey,"28_METE, 29_TEXE, 31_POLE",,,
Mallesha Rai,Better luck next time,,,
Annaya Rajput,Better luck next time,,,
Jubin Yadav,"07_CSBS, 19_MECH, 27_DTE",,,
Dhandapani Tiwari,"02_CSAI, 32_BC, 35_BSC",,,
Mistry Pratap,Better luck next time,,,
राजीव Vishwakarma,Better luck next time,,,
Ajy Vishwakarma,"09_ECE, 23_AEE, 26_AGRE",,,
Vasundhara Yadav,"04_CSR, 24_PROD, 13_CE",,,
Keerthivasan Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Faheem Rajput,"28_METE, 29_TEXE, 31_POLE",,,
Jaskaran Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Vinesh Yadav,Better luck next time,,,
Audhesh Mishra,Better luck next time,,,
Runu Mishra,Better luck next time,,,
Nishar Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Sukharam Gupta,"04_CSR, 24_PROD, 13_CE",,,
Trivendra Divedi,"28_METE, 29_TEXE, 31_POLE",,,
Kirik Singh,"28_METE, 29_TEXE, 31_POLE",,,
Shem Mishra,"07_CSBS, 19_MECH, 27_DTE",,,
Mairaj Devi,Better luck next time,,,
Krishn Vishwakarma,Better luck next time,,,
Parmesh Mishra,Better luck next time,,,
Akula Divedi,Better luck next time,,,
Sharvari Maurrya,Better luck next time,,,
Alekha Pandey,Better luck next time,,,
Samsul Pandit,Better luck next time,,,
Chukka Srivastav,Better luck next time,,,
गोपाल Pandey,Better luck next time,,,
Kashim Srivastav,"07_CSBS, 19_MECH, 27_DTE",,,
Ck Yadav,"28_METE, 29_TEXE, 31_POLE",,,
Sheema Sonkar,"28_METE, 29_TEXE, 31_POLE",,,
Vikaskumar Gupta,Better luck next time,,,
Dharmendr Seth,Better luck next time,,,
Neeraj Singh Sonkar,Better luck next time,,,
Mithlesh Srivastav,"05_CSECS, 32_BC, 36_BSP",,,
Chayan Singh,Better luck next time,,,
Gh Mohd Tiwari,Better luck next time,,,
Madhumitha Yadav,Better luck next time,,,
आयुष Rajput,Better luck next time,,,
Karishma Kumar,"28_METE, 29_TEXE, 31_POLE",,,
Rakhee Rao,Better luck next time,,,
