Student_Names,Study_Hours,Part_Time_Job,Math,Physics,Chemistry,Grade,Comment
Srikanth Vishwakarma,6,Yes,41,26,72,D,Poor Pursuance
Antara Pratap,5,Yes,45,49,51,D,Poor Pursuance
Abhigyan Thakur,3,No,45,66,56,C,Below Average Achivement
Jagveer Yadav,1,No,77,11,61,D,Poor Pursuance
Bishnu Prasad Sonkar,4,Yes,34,14,97,D,Poor Pursuance
Tanaya Seth,7,Yes,35,28,17,F,Failed
Dharmadaas Maurrya,9,No,30,89,23,D,Poor Pursuance
Sudharsan Srivastav,9,Yes,84,78,75,B+,Good Pursuance
Daval Kumar,3,Yes,90,29,55,C,Below Average Achivement
Sonmoni Rajput,8,No,70,39,84,B,Average Performance
Shetal Vishwakarma,6,Yes,99,80,57,B+,Good Pursuance
Vike Pandit,9,No,70,81,73,B+,Good Pursuance
Rammilan Vishwakarma,10,No,18,23,79,D,Poor Pursuance
Kondapalli Mishra,7,No,49,49,93,B,Average Performance
Aavesh Tiwari,8,No,11,18,100,D,Poor Pursuance
Aalim Rao,5,No,50,99,38,B,Average Performance
Kamini Sonkar,6,No,37,98,95,B+,Good Pursuance
Dipen Mishra,2,No,74,88,97,A,Very Good Achivement
Manaranjan Divedi,3,Yes,52,58,11,D,Poor Pursuance
Krunal Kumar,6,No,26,59,91,C,Below Average Achivement
Balappa Yadav,5,Yes,12,77,49,D,Poor Pursuance
Rajagopal Thakur,3,Yes,66,96,93,A,Very Good Achivement
Jatindra Pandey,4,Yes,85,40,19,D,Poor Pursuance
Salmaan Sonkar,3,Yes,84,98,66,A,Very Good Achivement
Umesha Rai,10,Yes,21,72,26,D,Poor Pursuance
Debi Prasad Gupta,2,No,52,10,70,D,Poor Pursuance
Kumari Yadav,8,No,17,11,37,F,Failed
Kancha Yadav,9,Yes,41,89,74,B,Average Performance
Ukil Vishwakarma,6,No,43,29,88,C,Below Average Achivement
Srikant Kumar,1,No,28,23,36,F,Failed
Pasu Rajput,6,Yes,85,56,47,B,Average Performance
Ambu Kumar,3,Yes,15,15,97,D,Poor Pursuance
D P Gupta,6,No,24,23,56,D,Poor Pursuance
Krishnadas Pandey,2,Yes,86,18,64,C,Below Average Achivement
Shilendra Yadav,6,Yes,36,14,30,F,Failed
Indhu Divedi,5,No,11,78,66,C,Below Average Achivement
Brinda Singh,2,Yes,92,74,64,B+,Good Pursuance
Nitai Rajput,6,Yes,87,29,53,C,Below Average Achivement
Akhim Pandey,8,Yes,64,50,48,C,Below Average Achivement
Harbhajan Seth,4,No,67,87,95,A,Very Good Achivement
Tusar Singh,4,Yes,100,69,10,C,Below Average Achivement
Shamsheer Divedi,5,Yes,83,71,57,B,Average Performance
Shabir Pandey,1,Yes,81,63,57,B,Average Performance
Hrishita Rai,9,Yes,53,72,99,B+,Good Pursuance
Asish Kumar Thakur,7,No,54,69,100,B+,Good Pursuance
Jagbir Rao,8,Yes,98,45,95,B+,Good Pursuance
Ladli Vishwakarma,6,Yes,21,24,53,F,Failed
Ganapathy Pandit,1,Yes,33,24,51,D,Poor Pursuance
Somya Vishwakarma,4,Yes,17,49,26,F,Failed
Sravan Seth,10,Yes,51,30,44,D,Poor Pursuance
Bhaya Maurrya,1,No,69,47,43,C,Below Average Achivement
Hrushi Kumar,1,No,24,43,88,C,Below Average Achivement
Simanchal Tiwari,10,No,41,95,51,B,Average Performance
Nagraj Pandey,9,Yes,17,14,74,D,Poor Pursuance
Bunu Seth,2,No,52,87,33,C,Below Average Achivement
Chandrani Kumari,4,Yes,57,67,59,B,Average Performance
Deep Singh Tiwari,9,No,29,29,33,F,Failed
Gourinandan Gupta,8,No,52,90,66,B,Average Performance
Bholi Singh,6,No,60,72,46,C,Below Average Achivement
Amreesh Divedi,7,Yes,12,43,75,D,Poor Pursuance
Ram Vishwakarma,7,Yes,79,90,53,B+,Good Pursuance
Kajol Divedi,8,No,68,98,19,B,Average Performance
Prameela Vishwakarma,5,No,59,76,79,B+,Good Pursuance
Sasi Gupta,9,No,32,89,30,D,Poor Pursuance
Mental Gupta,3,Yes,59,22,36,D,Poor Pursuance
Ataur Rajput,6,No,58,30,28,D,Poor Pursuance
Hemanta Sonkar,9,Yes,38,97,82,B+,Good Pursuance
Prema Rai,5,Yes,88,76,15,C,Below Average Achivement
सरवण Rajput,8,Yes,38,54,73,C,Below Average Achivement
Naved Tiwari,10,No,29,46,76,D,Poor Pursuance
Shashikumar Rao,6,Yes,15,20,96,D,Poor Pursuance
Rajeesh Kumar,1,No,30,46,98,C,Below Average Achivement
Nithi Pandey,3,Yes,100,45,100,A,Very Good Achivement
Sushen Gupta,9,Yes,31,74,27,D,Poor Pursuance
Trushar Vishwakarma,6,No,38,72,16,D,Poor Pursuance
Muktar Rajput,1,No,93,50,42,B,Average Performance
विजय Divedi,9,No,87,76,45,B,Average Performance
Saheel Seth,2,No,42,64,64,C,Below Average Achivement
Jayaseelan Rajput,9,No,67,49,16,D,Poor Pursuance
Samiul Kumar,7,Yes,89,39,32,C,Below Average Achivement
Aanand Divedi,9,No,97,71,82,A,Very Good Achivement
Subash Kumar Singh,3,No,65,29,99,B,Average Performance
Navaneethan Pratap,6,No,30,13,33,F,Failed
Bavita Srivastav,4,Yes,26,80,40,D,Poor Pursuance
Yashvanth Singh,1,Yes,83,86,15,B,Average Performance
Sailaja Vishwakarma,9,Yes,91,95,41,B+,Good Pursuance
Asha Pandey,3,No,84,32,51,C,Below Average Achivement
Sumeet Pratap,5,Yes,85,25,88,B,Average Performance
Aafrin Mishra,5,Yes,38,35,96,C,Below Average Achivement
Rashid Ali Thakur,2,No,64,39,62,C,Below Average Achivement
Jehirul Rao,3,Yes,96,53,95,A,Very Good Achivement
Ramalakshmi Sonkar,6,Yes,88,28,89,B,Average Performance
Sathisha Rai,2,No,21,86,67,C,Below Average Achivement
Sunil Rao,1,No,64,66,19,D,Poor Pursuance
Shive Maurrya,7,No,27,13,65,D,Poor Pursuance
Anjita Maurya,5,No,17,18,86,D,Poor Pursuance
नितीन Maurrya,1,No,71,24,57,D,Poor Pursuance
Dayaram Sonkar,2,Yes,31,63,53,D,Poor Pursuance
Ashang Pandey,6,Yes,18,53,98,C,Below Average Achivement
Divyansh Devi,3,No,62,18,19,D,Poor Pursuance
Lakshan Divedi,4,No,31,26,100,C,Below Average Achivement
Maneer Rajput,6,No,23,78,81,C,Below Average Achivement
Thirumal Mishra,10,No,82,50,76,B,Average Performance
Shubhra Srivastav,3,No,49,61,23,D,Poor Pursuance
Udhab Maurya,10,No,47,53,46,D,Poor Pursuance
Fezal Thakur,6,No,33,62,68,C,Below Average Achivement
Nabendu Sonkar,2,No,58,62,95,B+,Good Pursuance
Devanshi Singh,7,Yes,29,55,23,D,Poor Pursuance
Shankari Seth,8,Yes,96,71,16,B,Average Performance
Pramendra Mishra,8,Yes,72,82,23,C,Below Average Achivement
Aachal Kumar,8,No,44,48,19,D,Poor Pursuance
Jagdesh Rajput,9,Yes,86,53,80,B+,Good Pursuance
Smeer Singh,9,No,43,13,31,F,Failed
Gunanidhi Divedi,2,No,50,30,93,C,Below Average Achivement
Prabhu Kumar Srivastav,3,Yes,46,86,20,D,Poor Pursuance
Govind Singh Yadav,1,Yes,14,60,61,D,Poor Pursuance
Juli Thakur,6,Yes,66,69,71,B,Average Performance
Bharath Kumar Rajput,1,Yes,48,54,48,D,Poor Pursuance
Sukesh Maurya,10,Yes,40,54,38,D,Poor Pursuance
Rasmi Ranjan Rajput,4,No,92,79,76,A,Very Good Achivement
Sudhirkumar Gupta,10,Yes,42,18,52,D,Poor Pursuance
Javeed Pandit,4,No,62,81,39,C,Below Average Achivement
Sarita Kumari Yadav,10,Yes,49,59,42,D,Poor Pursuance
Mekala Srivastav,3,Yes,75,94,84,A,Very Good Achivement
Puranmal Rajput,7,Yes,70,49,13,D,Poor Pursuance
Jitendrakumar Pandey,3,No,77,26,64,C,Below Average Achivement
Annam Rajput,6,Yes,61,31,99,B,Average Performance
Suresh Seth,3,No,29,43,56,D,Poor Pursuance
Anjay Srivastav,1,No,42,45,39,D,Poor Pursuance
Chaaruchandra Pandey,6,Yes,49,61,96,B,Average Performance
Niraj Singh Rajput,7,Yes,29,45,84,C,Below Average Achivement
Stylo Sonkar,7,No,35,74,75,B,Average Performance
Rameshwar Singh,6,Yes,42,41,37,D,Poor Pursuance
Shammi Maurya,7,Yes,12,36,58,D,Poor Pursuance
Vikkey Singh,7,No,23,71,68,C,Below Average Achivement
Thakar Pandit,9,No,46,71,61,C,Below Average Achivement
Daxa Sonkar,9,No,49,86,30,C,Below Average Achivement
Sadath Pandey,10,No,19,96,70,B,Average Performance
Aarchi Mishra,7,No,61,98,98,A,Very Good Achivement
Rustom Rajput,1,Yes,66,21,10,F,Failed
Fakira Devi,3,No,66,78,76,B+,Good Pursuance
Mehvish Rao,10,No,90,56,64,B,Average Performance
Aagam Rai,5,Yes,75,80,48,B,Average Performance
Nishank Seth,7,Yes,26,65,45,D,Poor Pursuance
Fakir Seth,4,Yes,94,33,98,B+,Good Pursuance
Dipeeka Rao,2,No,50,28,16,F,Failed
Hari Maurrya,9,Yes,23,63,30,D,Poor Pursuance
Shiv Shankar Divedi,10,Yes,41,62,93,B,Average Performance
Siju Devi,7,No,62,49,36,D,Poor Pursuance
Raj Kumar Tiwari,1,No,49,81,82,B,Average Performance
Balindar Vishwakarma,6,Yes,74,36,27,D,Poor Pursuance
Jeni Mishra,8,Yes,33,51,44,D,Poor Pursuance
Devindra Srivastav,8,No,28,21,50,D,Poor Pursuance
Laboni Maurya,10,Yes,88,21,40,D,Poor Pursuance
Valvi Thakur,6,No,21,60,67,D,Poor Pursuance
Mrinali Gupta,4,Yes,33,80,32,D,Poor Pursuance
Krunal Maurrya,4,Yes,25,96,20,D,Poor Pursuance
Brajraj Divedi,7,Yes,69,62,29,C,Below Average Achivement
Vaibhavi Divedi,9,Yes,94,38,75,B,Average Performance
Abhay Singh Seth,2,Yes,75,99,65,B+,Good Pursuance
R. K Rai,4,No,70,98,18,B,Average Performance
Rajveer Singh Gupta,7,No,53,96,100,A,Very Good Achivement
Taranjeet Rai,7,No,24,69,23,D,Poor Pursuance
Keshv Rai,4,No,98,37,67,B,Average Performance
Sohan Singh Divedi,7,No,94,16,12,D,Poor Pursuance
Aarman Thakur,10,Yes,25,91,11,D,Poor Pursuance
Beigh Mishra,1,No,12,26,14,F,Failed
Ummer Gupta,5,Yes,47,39,93,C,Below Average Achivement
Devansh Srivastav,3,No,93,94,58,A,Very Good Achivement
Parlad Gupta,6,No,27,23,68,D,Poor Pursuance
Samridhi Pandit,7,Yes,60,74,16,D,Poor Pursuance
Fareen Rao,6,No,40,39,40,D,Poor Pursuance
Malsawma Gupta,2,No,64,73,70,B,Average Performance
Asit Kumar Kumari,4,No,21,46,48,D,Poor Pursuance
Md Aamir Yadav,9,Yes,31,67,68,C,Below Average Achivement
Kadhar Devi,8,No,45,51,97,B,Average Performance
Anas Khan Rai,5,Yes,25,68,96,B,Average Performance
Hema Vishwakarma,1,Yes,47,18,60,D,Poor Pursuance
Rajashekar Tiwari,8,Yes,52,30,80,C,Below Average Achivement
Pathik Mishra,9,Yes,13,11,30,F,Failed
Malini Singh,5,No,87,58,18,C,Below Average Achivement
Stylo Gupta,6,Yes,44,85,73,B,Average Performance
Nasib Seth,7,No,72,99,28,B,Average Performance
Trilok Pandey,1,Yes,19,15,89,D,Poor Pursuance
Sekh Rai,3,Yes,86,91,92,A,Very Good Achivement
Nitinkumar Sonkar,1,No,75,49,45,C,Below Average Achivement
Ratha Pandey,1,Yes,37,67,17,D,Poor Pursuance
Kshirod Rai,7,Yes,78,61,37,C,Below Average Achivement
Gyanprakash Srivastav,3,No,41,92,93,B+,Good Pursuance
Chandr Tiwari,5,Yes,65,62,12,D,Poor Pursuance
Gambhir Gupta,3,Yes,16,82,17,D,Poor Pursuance
Aastha Srivastav,1,No,94,13,64,C,Below Average Achivement
Yuga Rajput,8,Yes,62,46,52,C,Below Average Achivement
Lingaswamy Yadav,2,Yes,56,68,51,C,Below Average Achivement
Kumudini Pandit,9,Yes,46,63,99,B,Average Performance
Chayan Devi,4,No,85,76,15,C,Below Average Achivement
Harikrishnan Tiwari,5,Yes,64,33,76,C,Below Average Achivement
Maaya Kumari,7,No,24,14,33,F,Failed
Kanhaiya Kumar Vishwakarma,7,Yes,24,28,68,D,Poor Pursuance
Sidd Singh,4,Yes,34,17,100,D,Poor Pursuance
Harvinder Seth,5,No,79,86,88,A,Very Good Achivement
Bastiram Yadav,4,Yes,62,17,34,D,Poor Pursuance
Sayali Rajput,3,Yes,49,39,53,D,Poor Pursuance
Madhi Devi,8,No,43,21,53,D,Poor Pursuance
Sowmya Pandey,8,Yes,29,40,63,D,Poor Pursuance
Mohd Saleem Gupta,8,No,60,96,54,B,Average Performance
Habibur Rao,3,No,95,48,30,C,Below Average Achivement
Anil Singh Rao,6,No,98,32,72,B,Average Performance
करण Singh,7,Yes,71,100,81,A,Very Good Achivement
Shabana Rajput,1,No,51,87,72,B,Average Performance
Prodyut Maurya,5,No,93,89,24,B,Average Performance
Arti Kumari Pratap,5,No,30,31,37,F,Failed
Moula Sonkar,7,Yes,62,78,93,B+,Good Pursuance
Lal Babu Rajput,3,Yes,48,89,49,B,Average Performance
Patni Thakur,8,Yes,71,10,44,D,Poor Pursuance
Devesh Maurya,4,No,80,20,41,D,Poor Pursuance
Rajendra Singh Sonkar,3,Yes,16,47,79,D,Poor Pursuance
Viran Singh,4,Yes,65,21,93,C,Below Average Achivement
Chhattu Kumar,6,No,96,55,78,B+,Good Pursuance
Pankj Gupta,10,No,70,54,78,B,Average Performance
Nachiket Yadav,5,Yes,36,77,61,C,Below Average Achivement
Nima Divedi,7,No,12,17,19,F,Failed
Jaynal Srivastav,1,Yes,11,31,94,D,Poor Pursuance
Manoharan Mishra,8,No,24,82,22,D,Poor Pursuance
Jetharam Kumari,6,No,62,40,22,D,Poor Pursuance
Nipon Singh,1,No,92,25,28,D,Poor Pursuance
Simma Rajput,4,Yes,14,32,18,F,Failed
Bhasker Srivastav,4,Yes,50,15,31,F,Failed
Bhavini Sonkar,6,Yes,56,25,55,D,Poor Pursuance
Shrawan Maurya,1,Yes,43,100,64,B,Average Performance
M B Pandey,10,Yes,50,43,20,D,Poor Pursuance
Kamna Rajput,6,No,34,98,42,C,Below Average Achivement
Jaid Thakur,8,Yes,79,94,88,A,Very Good Achivement
Varunika Vishwakarma,6,Yes,95,66,44,B,Average Performance
Sahil Kumar Rajput,4,No,61,74,27,C,Below Average Achivement
Gunadhar Thakur,1,No,20,48,62,D,Poor Pursuance
Prveen Rajput,7,Yes,50,93,80,B+,Good Pursuance
Shobhana Divedi,10,Yes,67,86,42,B,Average Performance
Tek Chand Thakur,9,No,54,89,92,B+,Good Pursuance
Aatmaj Tiwari,8,Yes,10,18,82,D,Poor Pursuance
Venky Divedi,7,Yes,83,19,31,D,Poor Pursuance
Khirod Maurya,6,No,47,69,24,D,Poor Pursuance
Borun Yadav,5,Yes,78,13,46,D,Poor Pursuance
Avi Tiwari,3,No,97,30,64,B,Average Performance
K R Gupta,4,No,22,22,98,D,Poor Pursuance
Ramya Seth,7,No,62,72,98,B+,Good Pursuance
Jetendra Yadav,2,No,57,98,73,B+,Good Pursuance
Sai Kiran Tiwari,9,No,24,83,24,D,Poor Pursuance
Qazi Pandey,2,No,93,52,61,B,Average Performance
Rup Tiwari,7,No,20,95,83,B,Average Performance
Prarthana Sonkar,1,No,79,68,98,A,Very Good Achivement
Ram Chandra Sonkar,9,Yes,35,97,82,B+,Good Pursuance
Payal Rao,4,Yes,74,65,96,B+,Good Pursuance
Dhanunjaya Vishwakarma,4,Yes,12,36,18,F,Failed
Nandu Maurrya,3,No,90,27,79,B,Average Performance
Amrit Tiwari,10,Yes,72,76,31,C,Below Average Achivement
Prem Lal Rai,3,No,45,70,90,B,Average Performance
Miraj Pandit,7,No,76,93,18,B,Average Performance
Susil Pandey,7,Yes,87,27,46,C,Below Average Achivement
Dhannu Mishra,9,Yes,20,62,91,C,Below Average Achivement
सूरेश Pandit,10,Yes,79,47,61,B,Average Performance
Cutexx Pandey,7,No,61,32,76,C,Below Average Achivement
Lekhu Sonkar,8,No,51,46,59,C,Below Average Achivement
ओमप्रकाश Divedi,5,No,52,24,92,C,Below Average Achivement
Eswararao Gupta,5,No,32,66,53,D,Poor Pursuance
Naba Divedi,6,Yes,82,37,13,D,Poor Pursuance
Pradyumna Divedi,4,No,47,84,82,B+,Good Pursuance
Dnyanesh Kumari,2,Yes,12,21,73,D,Poor Pursuance
Daulat Kumari,8,No,41,36,99,C,Below Average Achivement
Virendar Devi,2,Yes,40,83,68,B,Average Performance
Sonusingh Rajput,4,Yes,77,81,78,B+,Good Pursuance
Bharatbhai Thakur,8,No,53,92,65,B,Average Performance
Rashid Khan Divedi,2,Yes,24,35,53,D,Poor Pursuance
Palki Singh,8,No,58,33,38,D,Poor Pursuance
आमोल Rao,10,No,60,51,36,D,Poor Pursuance
Nikesh Gupta,3,Yes,60,64,10,D,Poor Pursuance
Annam Sonkar,7,No,15,32,80,D,Poor Pursuance
Bhagwanti Pandey,6,Yes,49,52,75,C,Below Average Achivement
R R Singh,6,Yes,70,46,32,D,Poor Pursuance
Prabhanjan Vishwakarma,10,Yes,56,76,52,B,Average Performance
Rajalakshmi Kumar,7,No,51,21,13,F,Failed
Sania Pandey,5,No,95,92,25,B,Average Performance
Varatharaj Pandit,3,No,49,42,86,C,Below Average Achivement
Shwet Pratap,5,No,58,22,78,C,Below Average Achivement
Pandat Seth,1,No,90,47,96,B+,Good Pursuance
Lokesh Vishwakarma,6,Yes,67,13,71,D,Poor Pursuance
Montosh Singh,6,Yes,40,33,63,D,Poor Pursuance
Surjya Rai,8,No,83,12,50,D,Poor Pursuance
Laxmi Priya Singh,10,No,97,65,61,B+,Good Pursuance
Ramkisan Rao,6,No,10,93,66,C,Below Average Achivement
Mithil Singh,8,No,49,82,37,C,Below Average Achivement
Kumar Rai,5,Yes,71,96,91,A,Very Good Achivement
Safiq Vishwakarma,8,Yes,82,29,22,D,Poor Pursuance
Akshata Yadav,5,No,92,16,32,D,Poor Pursuance
रितिक Vishwakarma,2,Yes,29,16,22,F,Failed
Lalji Tiwari,4,Yes,35,70,56,C,Below Average Achivement
Chandan Pandit,10,No,92,73,87,A,Very Good Achivement
Rimi Kumari,7,Yes,56,48,19,D,Poor Pursuance
Aves Kumar,2,Yes,73,51,43,C,Below Average Achivement
Nageswararao Maurrya,1,Yes,85,90,41,B+,Good Pursuance
Desraj Maurya,8,Yes,50,49,41,D,Poor Pursuance
Gurjar Rajput,7,Yes,79,61,77,B+,Good Pursuance
Supritha Singh,4,Yes,68,28,90,B,Average Performance
Shristi Srivastav,1,No,36,45,78,C,Below Average Achivement
Naobi Rajput,8,No,60,54,32,D,Poor Pursuance
Chudamani Sonkar,4,No,72,29,10,D,Poor Pursuance
Vipin Kumar Mishra,9,Yes,75,10,75,C,Below Average Achivement
Monu Kumar Gupta,4,No,68,82,84,B+,Good Pursuance
Debanand Srivastav,8,Yes,86,20,55,C,Below Average Achivement
Dipanjali Singh,4,No,18,30,97,D,Poor Pursuance
Sobikul Gupta,2,Yes,22,32,62,D,Poor Pursuance
Saiful Sonkar,2,Yes,90,97,98,A+,Excellent Performance
Rathva Yadav,1,No,40,91,77,B,Average Performance
Kamdev Singh,1,No,40,63,40,D,Poor Pursuance
Atreyi Sonkar,8,No,40,19,14,F,Failed
Sidh Sonkar,8,No,60,19,74,C,Below Average Achivement
Yunus Srivastav,5,No,95,32,30,C,Below Average Achivement
Dasharat Srivastav,5,No,92,49,43,B,Average Performance
Karuppusamy Pandey,5,No,90,38,31,C,Below Average Achivement
Sanjivni Devi,1,Yes,80,16,22,D,Poor Pursuance
Kishor Divedi,3,No,84,57,61,B,Average Performance
Siddiqui Divedi,4,No,51,74,33,C,Below Average Achivement
Sabuj Rai,7,No,61,54,65,C,Below Average Achivement
Pornima Kumar,8,Yes,76,65,88,B+,Good Pursuance
Pyar Tiwari,1,Yes,65,79,89,B+,Good Pursuance
Babaso Rai,7,Yes,88,23,11,D,Poor Pursuance
Md Abid Pandit,8,No,11,83,39,D,Poor Pursuance
Ayyappan Kumari,5,Yes,21,31,99,D,Poor Pursuance
Ramjani Seth,4,No,98,62,56,B+,Good Pursuance
Sanket Vishwakarma,1,No,41,26,95,C,Below Average Achivement
Baadshah Rajput,1,No,89,16,19,D,Poor Pursuance
Ankaj Rajput,2,Yes,15,18,91,D,Poor Pursuance
Manwar Singh,8,No,26,18,92,D,Poor Pursuance
Alagu Maurrya,7,No,30,24,59,D,Poor Pursuance
Vishvnath Devi,4,No,13,80,57,D,Poor Pursuance
Md Manjar Vishwakarma,1,No,96,97,10,B,Average Performance
Lovelesh Seth,3,No,54,69,19,D,Poor Pursuance
Rajdeep Seth,2,Yes,93,26,64,B,Average Performance
Dwarakadaas Rao,4,Yes,47,65,80,B,Average Performance
Shyam Babu Rai,5,Yes,89,58,65,B,Average Performance
Irshad Ahmad Sonkar,4,Yes,14,43,99,C,Below Average Achivement
Veeranna Yadav,7,No,91,36,94,B+,Good Pursuance
Dhruv Tiwari,4,No,17,83,40,D,Poor Pursuance
Abhii Vishwakarma,1,No,86,93,39,B+,Good Pursuance
Suryaprakash Rao,4,Yes,70,59,57,B,Average Performance
Priy Yadav,10,No,54,38,72,C,Below Average Achivement
Ejajul Kumar,10,No,89,44,52,B,Average Performance
Satendar Maurrya,5,No,26,56,21,D,Poor Pursuance
અજય Rai,2,Yes,44,56,80,C,Below Average Achivement
Ram Kishor Rai,5,No,33,94,19,D,Poor Pursuance
Hemanth Kumar Gupta,2,No,53,88,96,B+,Good Pursuance
Reena Rai,7,Yes,14,66,38,D,Poor Pursuance
Amanulla Pandey,8,No,43,34,53,D,Poor Pursuance
D Kumar Sonkar,10,Yes,10,28,73,D,Poor Pursuance
Sanjan Singh,10,No,32,88,22,D,Poor Pursuance
Arvid Srivastav,4,No,47,82,89,B+,Good Pursuance
Jampa Pandit,2,No,51,46,55,D,Poor Pursuance
Chiradeep Singh,9,No,11,48,65,D,Poor Pursuance
Rijwan Rajput,7,No,34,53,24,D,Poor Pursuance
Chote Mishra,7,Yes,83,74,74,B+,Good Pursuance
Ramvilash Kumar,2,Yes,98,20,41,C,Below Average Achivement
Reet Divedi,2,No,81,41,68,B,Average Performance
Devidaas Kumari,2,Yes,73,17,80,C,Below Average Achivement
Sumaira Singh,9,Yes,39,75,37,D,Poor Pursuance
Neeta Maurya,9,Yes,24,82,54,C,Below Average Achivement
Kirubakaran Rao,6,No,29,55,69,C,Below Average Achivement
Bitopan Sonkar,9,No,40,34,35,D,Poor Pursuance
Brahmdev Divedi,1,Yes,18,82,78,C,Below Average Achivement
Baldeb Tiwari,7,Yes,70,68,44,C,Below Average Achivement
Vishal Sharma Rai,9,No,20,78,25,D,Poor Pursuance
Kalaivani Divedi,10,No,95,73,34,B,Average Performance
Gurmeet Singh Thakur,6,Yes,78,89,38,B,Average Performance
Jeki Gupta,9,Yes,65,86,42,B,Average Performance
Bantu Seth,2,No,19,49,63,D,Poor Pursuance
Narsing Pandit,6,Yes,85,41,98,B+,Good Pursuance
Ansika Kumari,6,No,92,27,96,B+,Good Pursuance
Pinto Rai,2,Yes,61,36,20,D,Poor Pursuance
Rakim Singh,2,No,79,84,43,B,Average Performance
Rajeev Kumar Thakur,5,Yes,19,73,72,C,Below Average Achivement
Battu Devi,6,No,73,54,21,D,Poor Pursuance
Bhimrao Pandit,10,Yes,49,71,60,C,Below Average Achivement
Fanibhusan Singh,9,Yes,95,58,28,C,Below Average Achivement
Krupali Rajput,7,No,66,48,49,C,Below Average Achivement
Jabeer Kumari,10,No,81,60,27,C,Below Average Achivement
Rijwan Yadav,1,No,31,94,69,B,Average Performance
Gouttam Pandey,7,Yes,62,98,50,B,Average Performance
Vasan Pandit,2,Yes,73,89,40,B,Average Performance
Arshed Tiwari,9,No,67,36,96,B,Average Performance
Abhijit Rao,2,Yes,54,88,50,B,Average Performance
हिरालाल Srivastav,6,No,70,43,38,D,Poor Pursuance
Susanth Srivastav,1,No,45,32,81,C,Below Average Achivement
Ancy Pandey,10,Yes,80,65,10,C,Below Average Achivement
Uthayakumar Maurrya,3,Yes,27,35,15,F,Failed
Yugesh Rai,3,No,62,54,28,D,Poor Pursuance
Suras Thakur,4,Yes,75,23,98,B,Average Performance
Kedari Thakur,5,Yes,78,63,38,C,Below Average Achivement
Sethu Thakur,9,No,24,64,25,D,Poor Pursuance
Rofiqul Divedi,4,Yes,53,48,23,D,Poor Pursuance
Susama Thakur,1,No,53,66,18,D,Poor Pursuance
Sharwan Kumar Thakur,7,Yes,36,22,44,D,Poor Pursuance
Rajeshree Pratap,8,No,42,55,19,D,Poor Pursuance
Pinku Kumar Singh,5,Yes,73,74,80,B+,Good Pursuance
विजय कुमार Maurrya,7,No,31,33,24,F,Failed
Rajindar Tiwari,7,Yes,43,32,79,C,Below Average Achivement
Furkan Rai,5,Yes,84,23,86,B,Average Performance
Hemaram Divedi,3,No,65,44,40,D,Poor Pursuance
Sura Maurrya,5,No,85,38,23,D,Poor Pursuance
Devakinandan Rao,6,Yes,51,64,86,B,Average Performance
Khalek Singh,10,No,34,74,77,B,Average Performance
Diwakar Kumar Maurrya,6,No,69,10,61,D,Poor Pursuance
Kankana Divedi,8,Yes,62,47,98,B,Average Performance
Riyaz Maurrya,2,Yes,26,22,55,D,Poor Pursuance
Balaaditya Pandey,7,Yes,28,28,52,D,Poor Pursuance
Bhimanna Rao,6,No,34,77,72,B,Average Performance
Jantu Yadav,1,Yes,53,63,63,C,Below Average Achivement
Vivekanand Tiwari,8,No,73,51,85,B,Average Performance
Brajraj Maurrya,3,Yes,29,19,37,F,Failed
Pandu Mishra,8,No,33,21,12,F,Failed
Shadman Rai,3,No,72,14,22,D,Poor Pursuance
Vishvesh Sonkar,2,No,78,64,35,C,Below Average Achivement
Durlabh Singh,7,No,75,11,65,D,Poor Pursuance
Suryakanta Mishra,2,Yes,96,79,17,B,Average Performance
Taposh Vishwakarma,3,No,64,97,27,B,Average Performance
Minesh Mishra,6,Yes,35,29,47,D,Poor Pursuance
Md Mahboob Divedi,9,Yes,87,81,29,B,Average Performance
Tanzeem Yadav,4,No,72,32,36,D,Poor Pursuance
बाळासाहेब Yadav,8,Yes,77,81,31,B,Average Performance
Rake Mishra,6,No,50,24,18,F,Failed
Radhy Seth,5,Yes,75,25,54,C,Below Average Achivement
Pramita Rai,8,Yes,67,61,18,D,Poor Pursuance
Soumitra Pratap,5,No,87,76,93,A,Very Good Achivement
Rebika Mishra,7,No,64,23,25,D,Poor Pursuance
V R Srivastav,7,No,98,31,94,B+,Good Pursuance
Saminur Rajput,9,No,80,49,33,C,Below Average Achivement
Feriha Yadav,4,No,71,35,67,C,Below Average Achivement
Gulam Seth,5,Yes,78,28,62,C,Below Average Achivement
Bheemesh Mishra,9,No,76,10,40,D,Poor Pursuance
Dharasingh Rajput,3,Yes,100,13,94,B,Average Performance
Devangana Kumari,7,No,27,35,14,F,Failed
Nivedha Rai,6,Yes,73,17,19,D,Poor Pursuance
Rimpa Rajput,7,No,81,46,99,B+,Good Pursuance
Sushil Kumar Devi,4,Yes,68,86,87,B+,Good Pursuance
Goswami Pandey,3,No,31,21,29,F,Failed
Saban Maurya,6,Yes,46,16,78,D,Poor Pursuance
Hemanto Pratap,2,No,79,49,10,D,Poor Pursuance
Sumat Seth,8,No,44,89,89,B+,Good Pursuance
Labanya Yadav,9,No,32,13,13,F,Failed
Jainuddin Singh,3,Yes,86,79,99,A,Very Good Achivement
Bansilal Sonkar,3,Yes,89,11,79,C,Below Average Achivement
